"YYYYMMDD","ShadowRate","TermPremium-2Y","TermPremium-5Y","TermPremium-7Y","TermPremium-10Y","TermPremium-15Y","TermPremium-20Y","ExpectedRate-2Y","ExpectedRate-5Y","ExpectedRate-7Y","ExpectedRate-10Y","ExpectedRate-15Y","ExpectedRate-20Y"
20000821,0.0947,0.194,0.4405,0.5515,0.6137,0.5965,0.4989,0.362,0.7035,0.9005,1.1573,1.5025,1.7691
20000822,0.1067,0.1928,0.4616,0.5729,0.6194,0.6099,0.5078,0.3732,0.7144,0.9111,1.1676,1.5121,1.7782
20000823,0.1189,0.2074,0.4925,0.607,0.6449,0.635,0.5295,0.3846,0.7255,0.922,1.1781,1.522,1.7875
20000824,0.1285,0.2033,0.4677,0.5874,0.6246,0.6091,0.5091,0.3937,0.7343,0.9306,1.1864,1.5299,1.7949
20000825,0.1389,0.2095,0.4921,0.6241,0.6536,0.6346,0.526,0.4035,0.7439,0.9399,1.1954,1.5384,1.803
20000828,0.1478,0.218,0.5049,0.633,0.6568,0.6352,0.525,0.412,0.7521,0.948,1.2032,1.5458,1.81
20000829,0.1547,0.2334,0.5134,0.6446,0.6656,0.6413,0.5284,0.4186,0.7586,0.9544,1.2094,1.5517,1.8156
20000830,0.1587,0.2234,0.4925,0.6247,0.6477,0.6195,0.5097,0.4226,0.7625,0.9583,1.2133,1.5555,1.8193
20000831,0.1631,0.2182,0.4852,0.6175,0.6455,0.6155,0.5048,0.4268,0.7668,0.9625,1.2175,1.5595,1.8232
20000901,0.1691,0.2293,0.5234,0.6787,0.7009,0.678,0.5595,0.4327,0.7726,0.9683,1.2231,1.565,1.8285
20000904,0.1715,0.2229,0.5109,0.6552,0.6823,0.6604,0.5459,0.4351,0.7751,0.9708,1.2257,1.5676,1.8311
20000905,0.1726,0.2247,0.5335,0.6877,0.7048,0.6868,0.5663,0.4363,0.7765,0.9723,1.2272,1.5692,1.8327
20000906,0.1699,0.2331,0.5536,0.7006,0.7204,0.7011,0.5783,0.4339,0.7744,0.9704,1.2256,1.5679,1.8317
20000907,0.1615,0.2338,0.5368,0.6764,0.6967,0.6738,0.5565,0.4262,0.7672,0.9636,1.2193,1.5622,1.8265
20000908,0.1495,0.213,0.4872,0.6064,0.6351,0.6073,0.5023,0.415,0.7568,0.9536,1.2099,1.5537,1.8187
20000911,0.1407,0.2132,0.4858,0.5976,0.6288,0.6023,0.4997,0.4068,0.7492,0.9464,1.2032,1.5477,1.8133
20000912,0.1352,0.2091,0.4753,0.5918,0.6366,0.6175,0.5175,0.4019,0.7447,0.9422,1.1994,1.5445,1.8105
20000913,0.1332,0.2117,0.4906,0.6089,0.6565,0.6441,0.5449,0.4003,0.7434,0.9411,1.1985,1.5439,1.8101
20000914,0.1327,0.223,0.5056,0.6298,0.6772,0.6755,0.5721,0.4,0.7434,0.9412,1.1988,1.5445,1.8109
20000918,0.1311,0.2244,0.4956,0.6106,0.6657,0.6778,0.5762,0.3986,0.7424,0.9404,1.1983,1.5442,1.8108
20000919,0.1291,0.222,0.482,0.5918,0.6507,0.6694,0.5736,0.397,0.741,0.9392,1.1973,1.5436,1.8104
20000920,0.1284,0.2275,0.4892,0.6138,0.6625,0.6841,0.588,0.3965,0.7408,0.9392,1.1975,1.5439,1.811
20000921,0.1277,0.239,0.5024,0.6319,0.6814,0.7047,0.6075,0.396,0.7406,0.9391,1.1976,1.5443,1.8115
20000922,0.1249,0.2253,0.4654,0.5897,0.6419,0.6729,0.5805,0.3937,0.7386,0.9373,1.1961,1.5431,1.8105
20000925,0.1248,0.2373,0.4761,0.6033,0.6524,0.6912,0.5956,0.3937,0.7389,0.9377,1.1966,1.5438,1.8114
20000926,0.1254,0.2516,0.5032,0.6303,0.6782,0.7369,0.6452,0.3944,0.7398,0.9387,1.1978,1.5451,1.8128
20000927,0.1228,0.2538,0.4871,0.61,0.6588,0.725,0.6392,0.3922,0.7379,0.937,1.1962,1.544,1.8118
20000928,0.1187,0.2665,0.4905,0.6092,0.6576,0.7225,0.6403,0.3885,0.7345,0.9338,1.1934,1.5415,1.8097
20000929,0.1124,0.2633,0.4798,0.5832,0.6352,0.6986,0.624,0.3827,0.7292,0.9288,1.1888,1.5374,1.806
20001002,0.1056,0.2644,0.4765,0.5776,0.6332,0.696,0.624,0.3766,0.7235,0.9234,1.1838,1.533,1.802
20001003,0.0987,0.2606,0.4722,0.565,0.6352,0.6914,0.6259,0.3704,0.7178,0.918,1.1788,1.5286,1.7981
20001004,0.0925,0.2621,0.4733,0.5678,0.6317,0.6803,0.6163,0.3649,0.7127,0.9132,1.1743,1.5247,1.7947
20001005,0.0873,0.2597,0.4655,0.5568,0.6222,0.6653,0.602,0.3603,0.7085,0.9092,1.1708,1.5217,1.792
20001006,0.0843,0.2603,0.4707,0.5607,0.6298,0.6876,0.6299,0.3577,0.7063,0.9073,1.1692,1.5204,1.7911
20001010,0.0825,0.2587,0.4697,0.5696,0.6504,0.7198,0.6659,0.3563,0.7053,0.9064,1.1686,1.5202,1.7911
20001011,0.0806,0.2492,0.4589,0.5615,0.6411,0.7222,0.671,0.3548,0.7041,0.9055,1.1679,1.5198,1.791
20001012,0.0799,0.2497,0.4691,0.5845,0.6689,0.7557,0.7003,0.3543,0.7039,0.9055,1.1681,1.5203,1.7917
20001013,0.0783,0.2329,0.448,0.5663,0.6674,0.7809,0.7394,0.3531,0.703,0.9047,1.1676,1.5201,1.7916
20001016,0.077,0.2319,0.4478,0.5729,0.6819,0.8241,0.7974,0.3521,0.7022,0.9041,1.1671,1.5199,1.7916
20001017,0.0741,0.2405,0.4532,0.5682,0.6629,0.7849,0.754,0.3495,0.6998,0.9018,1.1651,1.5181,1.79
20001018,0.0707,0.2446,0.4471,0.5399,0.6315,0.7332,0.6981,0.3464,0.6969,0.8991,1.1625,1.5158,1.7879
20001019,0.0696,0.2375,0.4379,0.5437,0.6522,0.7579,0.7246,0.3455,0.6961,0.8983,1.1618,1.5151,1.7874
20001020,0.0705,0.2327,0.4421,0.5459,0.6665,0.7772,0.7429,0.3463,0.6969,0.8991,1.1625,1.5158,1.7881
20001023,0.0724,0.2419,0.4625,0.5623,0.679,0.7888,0.7547,0.3481,0.6985,0.9007,1.164,1.5172,1.7893
20001024,0.0733,0.2452,0.4778,0.5748,0.6855,0.7944,0.7584,0.3488,0.6992,0.9012,1.1645,1.5176,1.7896
20001025,0.0719,0.2426,0.4723,0.5683,0.6671,0.773,0.738,0.3474,0.6977,0.8997,1.1629,1.516,1.788
20001026,0.0694,0.235,0.4579,0.5749,0.6677,0.7566,0.7196,0.345,0.6951,0.8971,1.1603,1.5134,1.7854
20001027,0.0669,0.2324,0.4534,0.5765,0.6713,0.7543,0.7182,0.3426,0.6926,0.8945,1.1577,1.5107,1.7828
20001030,0.0647,0.2306,0.4328,0.55,0.6539,0.7349,0.7029,0.3404,0.6902,0.892,1.1551,1.5081,1.7801
20001031,0.0643,0.2312,0.4306,0.5489,0.645,0.7153,0.6843,0.3398,0.6894,0.8911,1.154,1.5067,1.7787
20001101,0.0665,0.2374,0.4522,0.5748,0.6681,0.7468,0.7111,0.3416,0.6908,0.8922,1.1549,1.5072,1.7789
20001102,0.0678,0.2215,0.4317,0.5534,0.6551,0.739,0.7076,0.3425,0.6913,0.8926,1.1549,1.507,1.7784
20001106,0.0703,0.2186,0.4282,0.5382,0.6542,0.7446,0.7185,0.3444,0.6928,0.8938,1.1558,1.5074,1.7785
20001107,0.0736,0.2198,0.437,0.5413,0.6567,0.7517,0.723,0.3472,0.695,0.8957,1.1573,1.5083,1.779
20001108,0.0768,0.2313,0.4551,0.5507,0.6496,0.7461,0.7129,0.3497,0.6969,0.8973,1.1584,1.5089,1.7791
20001109,0.0779,0.2287,0.447,0.534,0.6392,0.7163,0.6813,0.3503,0.697,0.897,1.1578,1.5077,1.7777
20001110,0.0785,0.2316,0.4444,0.5297,0.6464,0.7209,0.6883,0.3504,0.6966,0.8963,1.1566,1.5061,1.7757
20001113,0.0777,0.2228,0.4152,0.4878,0.6228,0.6987,0.6684,0.3492,0.6948,0.8942,1.1542,1.5033,1.7726
20001114,0.0781,0.2339,0.425,0.4969,0.6314,0.7038,0.6728,0.3491,0.694,0.8931,1.1526,1.5012,1.7702
20001115,0.0775,0.231,0.4206,0.4879,0.6318,0.6947,0.662,0.348,0.6924,0.8911,1.1502,1.4983,1.767
20001116,0.076,0.2248,0.4121,0.4847,0.621,0.6723,0.6339,0.3462,0.6899,0.8883,1.147,1.4947,1.7631
20001117,0.0743,0.2179,0.4148,0.4957,0.6224,0.6672,0.624,0.3441,0.6872,0.8853,1.1436,1.4908,1.759
20001120,0.0716,0.2139,0.4014,0.4697,0.5977,0.64,0.598,0.3411,0.6836,0.8813,1.1393,1.486,1.754
20001121,0.0692,0.2166,0.4008,0.4624,0.5718,0.6075,0.5658,0.3384,0.6802,0.8776,1.1352,1.4815,1.7492
20001122,0.0674,0.2187,0.4126,0.4776,0.5674,0.5985,0.5531,0.3363,0.6774,0.8744,1.1316,1.4775,1.7449
20001124,0.0648,0.2216,0.3971,0.4474,0.5366,0.5412,0.485,0.3334,0.6739,0.8706,1.1274,1.4728,1.74
20001127,0.064,0.2279,0.413,0.4626,0.5462,0.5493,0.4824,0.3321,0.672,0.8684,1.1248,1.4697,1.7366
20001128,0.0624,0.2298,0.4045,0.4744,0.5653,0.5678,0.4971,0.3302,0.6695,0.8656,1.1217,1.4662,1.7329
20001129,0.0586,0.2286,0.3758,0.434,0.5422,0.5418,0.4752,0.3264,0.6652,0.861,1.1168,1.4612,1.7278
20001130,0.0547,0.2225,0.3372,0.3795,0.4979,0.4947,0.4302,0.3225,0.6608,0.8565,1.1121,1.4563,1.7228
20001201,0.0547,0.2328,0.336,0.3875,0.5112,0.5085,0.4392,0.3222,0.66,0.8555,1.1108,1.4545,1.7208
20001204,0.057,0.2451,0.3456,0.4055,0.5206,0.5292,0.4623,0.3239,0.6614,0.8565,1.1114,1.4548,1.7207
20001205,0.0591,0.2404,0.3194,0.3675,0.4839,0.515,0.4563,0.3256,0.6626,0.8575,1.1121,1.455,1.7207
20001206,0.0632,0.243,0.3294,0.3857,0.5045,0.565,0.5118,0.329,0.6656,0.8603,1.1145,1.457,1.7222
20001207,0.0659,0.2188,0.2735,0.318,0.4481,0.525,0.48,0.3312,0.6675,0.862,1.1159,1.458,1.723
20001208,0.0736,0.2251,0.3002,0.3411,0.4676,0.5402,0.4927,0.3379,0.6738,0.8679,1.1214,1.4628,1.7273
20001211,0.0836,0.2591,0.3578,0.3861,0.5011,0.5685,0.5136,0.3469,0.6822,0.8759,1.1289,1.4695,1.7334
20001212,0.0902,0.2403,0.3593,0.3929,0.5073,0.5642,0.5088,0.3527,0.6877,0.8811,1.1337,1.4738,1.7372
20001213,0.0942,0.2347,0.384,0.4538,0.5565,0.5908,0.5257,0.3563,0.691,0.8842,1.1365,1.4762,1.7393
20001214,0.0929,0.2091,0.3516,0.4264,0.5301,0.5505,0.4874,0.3549,0.6894,0.8826,1.1349,1.4745,1.7376
20001215,0.0905,0.2024,0.351,0.4258,0.5226,0.5319,0.4718,0.3526,0.687,0.8802,1.1324,1.4721,1.7352
20001218,0.0879,0.2128,0.3745,0.4613,0.5621,0.5734,0.5113,0.3502,0.6845,0.8777,1.1299,1.4696,1.7327
20001219,0.0809,0.2153,0.3499,0.4287,0.5323,0.5533,0.5009,0.3437,0.6781,0.8713,1.1237,1.4637,1.7271
20001220,0.0715,0.22,0.3075,0.3671,0.4765,0.5151,0.4812,0.335,0.6695,0.8629,1.1155,1.4559,1.7198
20001221,0.063,0.2057,0.2862,0.3266,0.4427,0.4799,0.4537,0.3273,0.6618,0.8554,1.1083,1.4491,1.7133
20001222,0.0587,0.1936,0.2971,0.3504,0.4774,0.5085,0.4791,0.3234,0.6579,0.8516,1.1046,1.4455,1.7099
20001225,0.0567,0.1885,0.3159,0.3813,0.5133,0.5302,0.4937,0.3215,0.6561,0.8497,1.1027,1.4438,1.7083
20001226,0.0547,0.1853,0.3078,0.3701,0.5141,0.524,0.4855,0.3197,0.6542,0.8479,1.1009,1.442,1.7065
20001227,0.0535,0.1804,0.3009,0.3563,0.5023,0.5081,0.4706,0.3186,0.6531,0.8467,1.0997,1.4409,1.7054
20001228,0.0545,0.1956,0.3522,0.4287,0.5567,0.5597,0.5162,0.3194,0.6538,0.8473,1.1003,1.4413,1.7058
20001229,0.0509,0.1989,0.3475,0.4199,0.5528,0.5547,0.514,0.3161,0.6505,0.8441,1.0972,1.4383,1.703
20010104,0.0433,0.1657,0.3162,0.3975,0.5482,0.5477,0.5077,0.3093,0.6438,0.8375,1.0908,1.4323,1.6973
20010105,0.0343,0.1526,0.3022,0.3903,0.5468,0.5438,0.5054,0.3014,0.6358,0.8297,1.0832,1.4252,1.6906
20010109,0.0249,0.1508,0.2775,0.3385,0.4898,0.5084,0.4736,0.2932,0.6275,0.8215,1.0752,1.4176,1.6834
20010110,0.0181,0.1677,0.3156,0.3776,0.5117,0.529,0.493,0.2873,0.6214,0.8154,1.0693,1.412,1.678
20010111,0.0092,0.1674,0.2834,0.3183,0.4573,0.4843,0.4549,0.2796,0.6136,0.8077,1.0617,1.4047,1.6711
20010112,0.0017,0.1696,0.278,0.3078,0.4246,0.4423,0.4087,0.2734,0.607,0.8012,1.0554,1.3987,1.6653
20010115,-0.0027,0.1784,0.2949,0.3237,0.4474,0.456,0.4152,0.2696,0.6031,0.7973,1.0516,1.395,1.6618
20010116,-0.0067,0.1777,0.3063,0.3562,0.4898,0.4982,0.4542,0.2663,0.5997,0.7938,1.0482,1.3918,1.6588
20010117,-0.0132,0.1839,0.3208,0.3856,0.51,0.5161,0.4718,0.2611,0.5942,0.7884,1.043,1.3869,1.6542
20010118,-0.0247,0.1741,0.2874,0.3481,0.4662,0.4747,0.4289,0.2519,0.5846,0.7789,1.0338,1.3783,1.6461
20010119,-0.0376,0.174,0.288,0.3385,0.4603,0.4702,0.4227,0.242,0.574,0.7685,1.0237,1.3688,1.6373
20010122,-0.0524,0.147,0.2478,0.2972,0.4277,0.4248,0.3747,0.231,0.5622,0.7568,1.0123,1.3582,1.6273
20010123,-0.0643,0.1547,0.2633,0.3246,0.4467,0.4402,0.3825,0.2223,0.5527,0.7474,1.0033,1.3498,1.6195
20010124,-0.0737,0.1713,0.2805,0.3448,0.4627,0.4517,0.3885,0.2157,0.5455,0.7402,0.9963,1.3433,1.6135
20010125,-0.083,0.1677,0.2487,0.293,0.4446,0.4242,0.3665,0.2093,0.5383,0.733,0.9894,1.3368,1.6075
20010126,-0.0891,0.1658,0.2404,0.2876,0.429,0.4013,0.3463,0.2052,0.5336,0.7284,0.985,1.3327,1.6037
20010129,-0.0907,0.1718,0.2574,0.3116,0.45,0.4091,0.348,0.2042,0.5326,0.7274,0.984,1.3319,1.603
20010130,-0.0893,0.1859,0.3092,0.3613,0.4916,0.4366,0.3676,0.2051,0.5338,0.7287,0.9854,1.3334,1.6044
20010131,-0.0896,0.1849,0.3062,0.3372,0.4694,0.4094,0.3432,0.2051,0.5338,0.7288,0.9856,1.3336,1.6048
20010201,-0.0897,0.1909,0.304,0.3369,0.465,0.4168,0.3496,0.2051,0.534,0.7291,0.986,1.3342,1.6054
20010202,-0.0898,0.2118,0.3427,0.3985,0.5075,0.4772,0.4109,0.2052,0.5343,0.7295,0.9865,1.3348,1.6061
20010205,-0.0958,0.1998,0.3081,0.3488,0.4736,0.4398,0.3811,0.2012,0.5299,0.7252,0.9824,1.3312,1.6029
20010206,-0.1035,0.2087,0.3197,0.3693,0.4929,0.4606,0.3995,0.1963,0.5243,0.7197,0.9771,1.3264,1.5985
20010207,-0.1151,0.2062,0.2913,0.3399,0.4611,0.4302,0.3755,0.1888,0.5157,0.7111,0.9689,1.3188,1.5915
20010208,-0.128,0.1842,0.2886,0.3492,0.4741,0.4455,0.3911,0.1808,0.5064,0.7018,0.9599,1.3105,1.5839
20010209,-0.1423,0.1668,0.2609,0.3225,0.4581,0.4388,0.3897,0.1722,0.4961,0.6915,0.9499,1.3012,1.5753
20010213,-0.1559,0.1637,0.2525,0.3022,0.4274,0.4005,0.3497,0.1643,0.4865,0.6818,0.9406,1.2925,1.5673
20010214,-0.1667,0.1747,0.2709,0.3336,0.4526,0.4211,0.3607,0.1583,0.4791,0.6744,0.9334,1.2859,1.5613
20010215,-0.1773,0.1715,0.2702,0.3279,0.4517,0.4215,0.3586,0.1525,0.4718,0.6671,0.9263,1.2795,1.5554
20010216,-0.1879,0.1771,0.2753,0.335,0.4576,0.4278,0.3624,0.1469,0.4647,0.66,0.9194,1.2732,1.5496
20010219,-0.1993,0.165,0.2508,0.3087,0.433,0.4006,0.3396,0.141,0.4572,0.6523,0.912,1.2664,1.5434
20010220,-0.2088,0.1746,0.2699,0.3398,0.4758,0.4239,0.3554,0.1364,0.4511,0.6462,0.9062,1.2611,1.5386
20010221,-0.2188,0.1705,0.2664,0.3323,0.4551,0.3996,0.3255,0.1315,0.4446,0.6397,0.8999,1.2554,1.5335
20010222,-0.2282,0.1849,0.3222,0.4072,0.5287,0.4707,0.3811,0.1271,0.4388,0.6338,0.8943,1.2503,1.5289
20010223,-0.2438,0.1581,0.3022,0.3894,0.5228,0.468,0.3767,0.1199,0.4288,0.6236,0.8842,1.241,1.5203
20010226,-0.2639,0.137,0.2781,0.3628,0.517,0.4595,0.3702,0.111,0.4159,0.6102,0.871,1.2285,1.5088
20010227,-0.2868,0.1465,0.2856,0.3569,0.5011,0.4468,0.3546,0.1015,0.4014,0.5951,0.8559,1.2142,1.4954
20010228,-0.3133,0.1508,0.282,0.3412,0.4845,0.4305,0.3403,0.0912,0.385,0.5778,0.8385,1.1975,1.4797
20010301,-0.3435,0.0996,0.2142,0.2566,0.3762,0.2814,0.1851,0.0804,0.3668,0.5584,0.8188,1.1786,1.4619
20010302,-0.3666,0.1061,0.2376,0.3019,0.4127,0.3202,0.2131,0.0729,0.3534,0.5441,0.8043,1.1648,1.4489
20010305,-0.3865,0.1111,0.2507,0.3188,0.4317,0.3416,0.2337,0.0669,0.3423,0.5322,0.7923,1.1534,1.4383
20010306,-0.4055,0.1165,0.2419,0.3048,0.4068,0.3162,0.2015,0.0615,0.3321,0.5212,0.7812,1.1428,1.4285
20010307,-0.4224,0.1179,0.2347,0.2872,0.3563,0.2701,0.1457,0.0571,0.3233,0.5118,0.7717,1.1339,1.4203
20010308,-0.4349,0.1239,0.2607,0.3176,0.3966,0.3278,0.1917,0.0541,0.3173,0.5054,0.7654,1.1282,1.4153
20010309,-0.4467,0.1286,0.2892,0.3664,0.4503,0.3848,0.244,0.0514,0.3118,0.4996,0.7597,1.1232,1.411
20010312,-0.4619,0.122,0.2654,0.3362,0.433,0.3768,0.2413,0.048,0.3046,0.4918,0.752,1.1162,1.4047
20010313,-0.4786,0.1206,0.2733,0.3457,0.4356,0.3888,0.2584,0.0444,0.2967,0.4833,0.7434,1.1082,1.3976
20010314,-0.4979,0.0964,0.2384,0.3087,0.4127,0.3722,0.254,0.0406,0.2876,0.4733,0.7333,1.0988,1.389
20010315,-0.5169,0.0799,0.223,0.3042,0.4194,0.3762,0.2612,0.0371,0.279,0.4638,0.7236,1.0898,1.3808
20010316,-0.5347,0.072,0.2109,0.3019,0.4252,0.3794,0.2686,0.034,0.2711,0.4551,0.7148,1.0816,1.3734
20010319,-0.5508,0.0735,0.2187,0.3104,0.4318,0.3853,0.2708,0.0315,0.2643,0.4476,0.7072,1.0747,1.3672
20010321,-0.5656,0.0557,0.1707,0.2441,0.3605,0.2674,0.151,0.0293,0.2583,0.4409,0.7005,1.0686,1.362
20010322,-0.5712,0.0554,0.2001,0.2693,0.3782,0.2883,0.1703,0.0286,0.2569,0.4397,0.6998,1.0687,1.3627
20010323,-0.5689,0.0758,0.2686,0.334,0.4449,0.3601,0.2325,0.0292,0.2594,0.443,0.7041,1.0739,1.3685
20010326,-0.5642,0.0738,0.2659,0.3291,0.446,0.3701,0.244,0.0302,0.2631,0.4479,0.71,1.0809,1.376
20010327,-0.5559,0.0952,0.2993,0.3621,0.4837,0.4417,0.3131,0.0318,0.2687,0.4549,0.7183,1.0903,1.3859
20010328,-0.5474,0.1145,0.3685,0.4419,0.5642,0.5581,0.432,0.0335,0.2745,0.4621,0.7268,1.0999,1.396
20010329,-0.5459,0.115,0.3712,0.4607,0.5851,0.565,0.4353,0.034,0.2768,0.4653,0.7309,1.105,1.4017
20010330,-0.5511,0.0997,0.3133,0.3865,0.5093,0.4932,0.3718,0.0333,0.2757,0.4645,0.7307,1.1058,1.4032
20010402,-0.556,0.1173,0.3503,0.4521,0.5842,0.5742,0.4571,0.0327,0.2747,0.4639,0.7308,1.1068,1.4049
20010403,-0.5656,0.1116,0.3436,0.4415,0.5612,0.5423,0.4263,0.0314,0.2714,0.4605,0.7278,1.1047,1.4037
20010404,-0.5777,0.0983,0.3191,0.4292,0.5537,0.5279,0.4111,0.0297,0.2669,0.4558,0.7233,1.1011,1.4009
20010405,-0.5898,0.098,0.3115,0.4209,0.55,0.5274,0.4138,0.028,0.2625,0.4511,0.719,1.0976,1.3982
20010406,-0.6009,0.0904,0.3013,0.4059,0.5257,0.5032,0.3838,0.0266,0.2587,0.4471,0.7153,1.0948,1.3962
20010409,-0.6084,0.0922,0.3064,0.4179,0.5402,0.5066,0.3865,0.0258,0.2566,0.4451,0.7138,1.0944,1.3965
20010410,-0.6122,0.0925,0.3296,0.4536,0.5762,0.5456,0.4197,0.0255,0.2564,0.4454,0.7148,1.0964,1.3993
20010411,-0.6138,0.0855,0.3188,0.4462,0.5729,0.5502,0.4226,0.0255,0.2572,0.4468,0.7171,1.0998,1.4034
20010412,-0.6117,0.099,0.3782,0.5536,0.6802,0.6704,0.5311,0.026,0.2598,0.4504,0.7218,1.1056,1.4099
20010413,-0.6131,0.09,0.3743,0.541,0.6747,0.6689,0.5339,0.026,0.2607,0.452,0.7243,1.1091,1.4141
20010416,-0.6165,0.0912,0.3783,0.5406,0.6856,0.6867,0.554,0.0258,0.2607,0.4524,0.7254,1.1113,1.417
20010417,-0.6216,0.0917,0.3873,0.5442,0.6866,0.7158,0.5844,0.0253,0.2597,0.4518,0.7254,1.1122,1.4186
20010418,-0.6293,0.0986,0.4155,0.5904,0.7263,0.7736,0.6414,0.0244,0.2575,0.4496,0.7237,1.1114,1.4186
20010419,-0.643,0.0862,0.3996,0.5781,0.7189,0.8145,0.6995,0.0228,0.2524,0.4439,0.7181,1.1065,1.4145
20010420,-0.6634,0.0785,0.3758,0.5565,0.7317,0.7787,0.6799,0.0205,0.2442,0.4345,0.7083,1.0973,1.4061
20010423,-0.6878,0.077,0.3367,0.5031,0.682,0.7096,0.628,0.018,0.2343,0.4229,0.696,1.0854,1.395
20010424,-0.7117,0.0793,0.3362,0.4863,0.6639,0.6563,0.5799,0.0157,0.2248,0.4117,0.6841,1.0737,1.3841
20010425,-0.7333,0.0871,0.3444,0.495,0.6864,0.6665,0.5924,0.0139,0.2166,0.402,0.6736,1.0635,1.3746
20010426,-0.7537,0.0846,0.3309,0.4731,0.6741,0.6539,0.5871,0.0124,0.2091,0.3929,0.6639,1.0541,1.3659
20010427,-0.772,0.0859,0.3314,0.4649,0.6695,0.65,0.5866,0.0111,0.2026,0.3851,0.6555,1.046,1.3584
20010501,-0.7881,0.0878,0.3528,0.4885,0.6945,0.6766,0.6136,0.0102,0.1972,0.3785,0.6485,1.0394,1.3524
20010502,-0.804,0.0898,0.3671,0.5069,0.7284,0.7202,0.6556,0.0092,0.1919,0.3721,0.6416,1.0328,1.3464
20010507,-0.8224,0.0867,0.3532,0.4736,0.7087,0.7094,0.6582,0.0083,0.1858,0.3644,0.6333,1.0246,1.3388
20010508,-0.8421,0.0887,0.3458,0.4538,0.6778,0.6873,0.6456,0.0073,0.1792,0.3562,0.6242,1.0157,1.3304
20010509,-0.8622,0.0816,0.3363,0.4501,0.662,0.6615,0.6172,0.0064,0.1727,0.3479,0.615,1.0065,1.3218
20010510,-0.8814,0.0673,0.3243,0.4548,0.6755,0.67,0.6262,0.0057,0.1667,0.3402,0.6065,0.998,1.3138
20010511,-0.8996,0.048,0.2969,0.442,0.6786,0.669,0.6257,0.005,0.1611,0.333,0.5984,0.99,1.3063
20010514,-0.9156,0.0505,0.2945,0.437,0.6703,0.6566,0.6119,0.0045,0.1565,0.327,0.5917,0.9834,1.3001
20010515,-0.9288,0.0648,0.3372,0.4717,0.6905,0.6727,0.6234,0.0042,0.1528,0.3223,0.5865,0.9783,1.2956
20010516,-0.9418,0.0602,0.3388,0.4774,0.6997,0.6646,0.6119,0.0038,0.1492,0.3176,0.5813,0.9734,1.2911
20010517,-0.9544,0.0565,0.3311,0.4768,0.7035,0.6633,0.6122,0.0035,0.1459,0.3132,0.5765,0.9687,1.2868
20010518,-0.9662,0.0418,0.2911,0.4517,0.7009,0.6695,0.6259,0.0032,0.1429,0.3093,0.5721,0.9645,1.2831
20010521,-0.9754,0.0469,0.3263,0.4906,0.7359,0.7092,0.6652,0.0031,0.1407,0.3064,0.5691,0.9618,1.2808
20010522,-0.985,0.0521,0.3377,0.5006,0.7322,0.7183,0.6759,0.0029,0.1383,0.3034,0.5658,0.9587,1.2781
20010523,-0.996,0.0523,0.3394,0.5002,0.7222,0.7152,0.6733,0.0027,0.1356,0.2998,0.5618,0.9548,1.2747
20010524,-1.008,0.0526,0.3314,0.4823,0.7019,0.7087,0.6685,0.0024,0.1326,0.2957,0.5571,0.9503,1.2705
20010525,-1.0206,0.0538,0.3396,0.4906,0.6988,0.6996,0.6641,0.0022,0.1294,0.2914,0.5522,0.9454,1.2659
20010528,-1.0336,0.054,0.3388,0.4821,0.687,0.6828,0.6449,0.002,0.1262,0.2869,0.547,0.9402,1.2611
20010529,-1.0465,0.0542,0.3339,0.4955,0.708,0.6849,0.6477,0.0018,0.1231,0.2825,0.542,0.9351,1.2563
20010530,-1.0594,0.0543,0.327,0.4928,0.7141,0.7,0.6675,0.0017,0.12,0.2782,0.5369,0.93,1.2515
20010531,-1.0728,0.0505,0.3022,0.4543,0.6843,0.6693,0.6405,0.0015,0.1168,0.2737,0.5317,0.9247,1.2465
20010601,-1.0842,0.0506,0.3087,0.4619,0.6926,0.6806,0.6584,0.0014,0.1143,0.2701,0.5274,0.9204,1.2426
20010604,-1.0944,0.0537,0.313,0.4651,0.6912,0.6921,0.6717,0.0013,0.112,0.2669,0.5238,0.9169,1.2393
20010605,-1.1041,0.0508,0.302,0.445,0.6765,0.6904,0.6746,0.0012,0.11,0.264,0.5205,0.9136,1.2364
20010606,-1.1124,0.0569,0.3237,0.4804,0.7122,0.734,0.7119,0.0011,0.1083,0.2616,0.5178,0.911,1.2341
20010607,-1.1221,0.054,0.3217,0.4753,0.7017,0.7204,0.697,0.001,0.1063,0.2587,0.5143,0.9076,1.231
20010608,-1.1325,0.054,0.3339,0.5035,0.7084,0.7282,0.7005,0.001,0.1041,0.2555,0.5106,0.9038,1.2275
20010611,-1.1445,0.0521,0.3255,0.4783,0.69,0.7109,0.681,9e-04,0.1015,0.2517,0.506,0.8991,1.223
20010612,-1.157,0.0542,0.3221,0.4673,0.6758,0.691,0.6598,8e-04,0.0989,0.2477,0.5012,0.894,1.2182
20010613,-1.1693,0.0533,0.3137,0.4591,0.6625,0.6768,0.6415,7e-04,0.0963,0.2439,0.4965,0.8892,1.2135
20010614,-1.1805,0.0483,0.2979,0.4445,0.6466,0.6631,0.6285,7e-04,0.0941,0.2405,0.4924,0.8849,1.2095
20010615,-1.1895,0.0534,0.3076,0.461,0.6826,0.7051,0.6633,6e-04,0.0924,0.238,0.4894,0.8819,1.2067
20010618,-1.1982,0.0544,0.3022,0.4485,0.6885,0.715,0.6699,6e-04,0.0908,0.2355,0.4865,0.879,1.2041
